GENE	CHR	START	END
HDC	chr15	50534144	50558162
GABPB1	chr15	50567586	50647637
USP8	chr15	50716569	50806618
USP50	chr15	50786215	50838905
TRPM7	chr15	50844670	50978994
ENSG00000288645	chr15	50940999	50978914
SPPL2A	chr15	50994463	51058145
AP4E1	chr15	51200869	51298092
TNFAIP8L3	chr15	51348795	51397473
CYP19A1	chr15	51500254	51630798
GLDN	chr15	51633808	51700202
DMXL2	chr15	51739908	51915178
SCG3	chr15	51973689	52013223
LYSMD2	chr15	52015208	52043782
TMOD2	chr15	52043761	52108560
TMOD3	chr15	52121825	52239492
LEO1	chr15	52230222	52263988
MAPK6	chr15	52244303	52359572
ENSG00000289025	chr15	52338043	52338096
BCL2L10	chr15	52401460	52404972
GNB5	chr15	52407297	52483589
MYO5C	chr15	52484506	52588012
MYO5A	chr15	52599478	52821329
ARPP19	chr15	52839242	52862080
ATOSA	chr15	52873514	53002014
ONECUT1	chr15	53047250	53083275
WDR72	chr15	53805938	54055075
UNC13C	chr15	54270398	54920905
RSL24D1	chr15	55472995	55489274
RAB27A	chr15	55495164	55611311
PIGBOS1	chr15	55609373	55611617
PIGB	chr15	55611158	55647846
CCPG1	chr15	55632230	55700708
PIERCE2	chr15	55700693	55710996
DNAAF4	chr15	55702723	55800432
PYGO1	chr15	55831082	55881145
PRTG	chr15	55903742	56035350
NEDD4	chr15	56119115	56285858
RFX7	chr15	56379478	56537301
TEX9	chr15	56536169	56738195
MNS1	chr15	56713742	56757366
ZNF280D	chr15	56922374	57026284
ENSG00000285253	chr15	56944686	57210769
TCF12	chr15	57210297	57591905
CGNL1	chr15	57668165	57842927
MYZAP	chr15	57884098	57977562
GCOM1	chr15	57884106	58006943
POLR2M	chr15	57998893	58074960
ALDH1A2	chr15	58245622	58790065
AQP9	chr15	58430368	58478113
LIPC	chr15	58702579	58862648
ADAM10	chr15	58881008	59042041
MINDY2	chr15	59063316	59154099
RNF111	chr15	59157374	59389618
SLTM	chr15	59171248	59226190
CCNB2	chr15	59397277	59417244
MYO1E	chr15	59424633	59665070
LDHAL6B	chr15	59499042	59500787
FAM81A	chr15	59664891	59815754
GCNT3	chr15	59887074	59932438
GTF2A2	chr15	59930257	59949740
BNIP2	chr15	59951345	59981549
FOXB1	chr15	60296433	60353929
ANXA2	chr15	60639333	60695082
ICE2	chr15	60711807	60771359
RORA	chr15	60780483	61521501
VPS13C	chr15	62144588	62352672
C2CD4A	chr15	62359176	62363116
C2CD4B	chr15	62455734	62457918
TLN2	chr15	62682711	63136830
TPM1	chr15	63334680	63364114
LACTB	chr15	63414032	63434260
RPS27L	chr15	63418071	63450220
RAB8B	chr15	63481759	63559975
APH1B	chr15	63568217	63601325
CA12	chr15	63613577	63674226
USP3	chr15	63796700	63886839
FBXL22	chr15	63889552	63894627
HERC1	chr15	63900817	64126147
DAPK2	chr15	64199235	64364232
CIAO2A	chr15	64364313	64386461
SNX1	chr15	64386322	64438289
SNX22	chr15	64443912	64449680
PPIB	chr15	64447939	64455358
CSNK1G1	chr15	64457724	64648753
ENSG00000259316	chr15	64473379	64673639
PCLAF	chr15	64656503	64679886
TRIP4	chr15	64679947	64747504
ZNF609	chr15	64752777	64978267
OAZ2	chr15	64979772	64995480
RBPMS2	chr15	65032085	65067820
PIF1	chr15	65107828	65117876
PLEKHO2	chr15	65131430	65160201
ENSG00000249240	chr15	65134082	65223118
ANKDD1A	chr15	65204060	65251042
SPG21	chr15	65255363	65282650
MTFMT	chr15	65293850	65321981
SLC51B	chr15	65337725	65345735
RASL12	chr15	65345675	65369028
KBTBD13	chr15	65369084	65372286
UBAP1L	chr15	65385098	65407538
PDCD7	chr15	65409717	65426146
CLPX	chr15	65440557	65477731
CILP	chr15	65487098	65503816
PARP16	chr15	65526798	65592956
IGDCC3	chr15	65619465	65670416
IGDCC4	chr15	65673817	65715421
DPP8	chr15	65734801	65810062
HACD3	chr15	65822756	65870687
INTS14	chr15	65871091	65903953
SLC24A1	chr15	65903704	65953333
DENND4A	chr15	65950384	66084631
RAB11A	chr15	66018392	66184327
MEGF11	chr15	66187417	66546149
DIS3L	chr15	66585555	66626236
TIPIN	chr15	66628529	66679084
MAP2K1	chr15	66679163	66783994
SNAPC5	chr15	66782473	66790118
RPL4	chr15	66790353	66816870
ZWILCH	chr15	66797297	66842468
LCTL	chr15	66839517	66858336
SMAD6	chr15	66994574	67075187
SMAD3	chr15	67356101	67487511
AAGAB	chr15	67493005	67547533
IQCH	chr15	67547124	67794598
C15orf61	chr15	67813469	67822484
MAP2K5	chr15	67834949	68099461
SKOR1	chr15	68112042	68126920
PIAS1	chr15	68346639	68490941
ENSG00000260007	chr15	68476370	68522056
CALML4	chr15	68483043	68498425
CLN6	chr15	68499330	68549549
FEM1B	chr15	68570083	68588200
ITGA11	chr15	68588870	68724530
CORO2B	chr15	68871310	69020145
ANP32A	chr15	69070873	69113263
SPESP1	chr15	69110560	69239150
SPESP1-NOX5	chr15	69222843	69355083
NOX5	chr15	69307034	69355102
GLCE	chr15	69452923	69564556
PAQR5	chr15	69591227	69700119
KIF23	chr15	69706585	69740766
RPLP1	chr15	69745148	69748544
TLE3	chr15	70340129	70390515
UACA	chr15	70946893	71055903
LARP6	chr15	71121469	71146496
LRRC49	chr15	71145578	71345997
THAP10	chr15	71173681	71184772
THSD4	chr15	71389291	72075722
NR2E3	chr15	72084977	72110600
MYO9A	chr15	72114632	72410918
SENP8	chr15	72406599	72436033
GRAMD2A	chr15	72452147	72490171
PKM	chr15	72491367	72524160
PARP6	chr15	72533517	72565340
ENSG00000273025	chr15	72559087	72612287
CELF6	chr15	72577068	72612789
ENSG00000260729	chr15	72577068	72668322
HEXA	chr15	72633265	72668761
TMEM202	chr15	72690643	72700708
ARIH1	chr15	72766649	72895328
GOLGA6B	chr15	72947038	72961940
HIGD2B	chr15	72968139	72978523
BBS4	chr15	72978527	73034347
ADPGK	chr15	73043635	73078187
NEO1	chr15	73343986	73597546
HCN4	chr15	73612200	73661299
REC114	chr15	73735505	73852354
NPTN	chr15	73852344	73926475
CD276	chr15	73976307	74006859
INSYN1	chr15	74027782	74045692
TBC1D21	chr15	74165905	74181555
LOXL1	chr15	74218330	74244478
STOML1	chr15	74271267	74286963
PML	chr15	74287014	74340168
GOLGA6A	chr15	74362198	74374891
ISLR2	chr15	74392652	74430881
ISLR	chr15	74464755	74469213
STRA6	chr15	74471807	74504608
CCDC33	chr15	74495046	74628813
CYP11A1	chr15	74630087	74660021
SEMA7A	chr15	74701630	74726299
UBL7	chr15	74737528	74753523
ARID3B	chr15	74833529	74890472
CLK3	chr15	74890841	74937755
EDC3	chr15	74922898	74988633
CYP1A1	chr15	75011883	75017877
CYP1A2	chr15	75041136	75048948
CSK	chr15	75074396	75095539
LMAN1L	chr15	75105057	75118098
CPLX3	chr15	75118968	75124143
ULK3	chr15	75128457	75135687
SCAMP2	chr15	75136069	75165715
MPI	chr15	75182346	75194560
FAM219B	chr15	75192333	75199672
COX5A	chr15	75212132	75231692
RPP25	chr15	75246759	75249113
SCAMP5	chr15	75249560	75313838
PPCDC	chr15	75315927	75409803
C15orf39	chr15	75487964	75504510
GOLGA6C	chr15	75550675	75565796
GOLGA6D	chr15	75575176	75587871
COMMD4	chr15	75628350	75635565
NEIL1	chr15	75639219	75649456
MAN2C1	chr15	75647548	75660997
SIN3A	chr15	75661720	75748183
PTPN9	chr15	75755592	75871924
SNUPN	chr15	75890424	75918810
IMP3	chr15	75931426	75941047
SNX33	chr15	75940253	75954642
CSPG4	chr15	75966663	76005189
CIMAP1C	chr15	76016382	76020029
UBE2Q2	chr15	76135648	76193419
FBXO22	chr15	76196217	76234852
NRG4	chr15	76228310	76352136
TMEM266	chr15	76352277	76521462
ETFA	chr15	76480896	76604071
ISL2	chr15	76629114	76634816
SCAPER	chr15	76640245	77198311
RCN2	chr15	77224079	77246734
PSTPIP1	chr15	77285666	77329816
TSPAN3	chr15	77333745	77376326
PEAK1	chr15	77392998	77712558
HMG20A	chr15	77712172	77778297
LINGO1	chr15	77905369	78113242
TBC1D2B	chr15	78276378	78370066
SH2D7	chr15	78370150	78396712
CIB2	chr15	78396948	78423877
IDH3A	chr15	78423840	78464287
ACSBG1	chr15	78459810	78538030
DNAJA4	chr15	78556428	78574538
SKIC8	chr15	78566857	78592045
CRABP1	chr15	78632602	78640592
IREB2	chr15	78729773	78793795
HYKK	chr15	78799906	78829714
PSMA4	chr15	78832431	78844759
CHRNA5	chr15	78857862	78887611
CHRNA3	chr15	78885394	78913637
CHRNB4	chr15	78916453	79020096
ADAMTS7	chr15	79051546	79103845
MORF4L1	chr15	79102829	79195420
CTSH	chr15	79213400	79241916
RASGRF1	chr15	79252248	79383122
ANKRD34C	chr15	79575064	79590581
TMED3	chr15	79603451	79719774
MINAR1	chr15	79723345	79764646
MTHFS	chr15	80125927	80189721
ST20-MTHFS	chr15	80137492	80216096
BCL2A1	chr15	80253234	80263538
ZFAND6	chr15	80351236	80432634
FAH	chr15	80444634	80479332
CTXND1	chr15	80487823	80544576
ARNT2	chr15	80696657	80890278
ABHD17C	chr15	80972025	81047962
CEMIP	chr15	81071684	81244117
MESD	chr15	81238630	81282175
TLNRD1	chr15	81293264	81298129
ENSG00000288625	chr15	81294483	81294620
CFAP161	chr15	81299374	81441520
IL16	chr15	81451916	81606399
STARD5	chr15	81601394	81616524
TMC3	chr15	81623429	81666554
MEX3B	chr15	82334119	82338460
EFL1	chr15	82422547	82555114
SAXO2	chr15	82555151	82577271
GOLGA6L10	chr15	82635130	82641706
GOLGA6L9	chr15	82722223	82731338
RP13-996F3.4	chr15	83011379	83018198
RPS17	chr15	83205499	83209286
ENSG00000260836	chr15	83205539	83241944
CPEB1	chr15	83211951	83317612
AP3B2	chr15	83328033	83378864
FSD2	chr15	83424114	83474863
WHAMM	chr15	83478351	83504860
HOMER2	chr15	83503416	83654905
RAMAC	chr15	83654955	83659809
C15orf40	chr15	83657193	83680393
BTBD1	chr15	83685175	83736033
TM6SF1	chr15	83776206	83813606
HDGFL3	chr15	83781490	83877176
BNC1	chr15	83924636	83953416
SH3GL3	chr15	84115980	84287495
ADAMTSL3	chr15	84322435	84708594
GOLGA6L4	chr15	84904525	84914110
ZSCAN2	chr15	85144217	85171027
WDR73	chr15	85182516	85197574
NMB	chr15	85198360	85201794
SEC11A	chr15	85212760	85259691
ZNF592	chr15	85291593	85349676
ALPK3	chr15	85360407	85416710
SLC28A1	chr15	85427843	85489034
PDE8A	chr15	85523671	85682376
AKAP13	chr15	85923802	86292589
KLHL25	chr15	86302557	86338179
AGBL1	chr15	86623102	87592400
NTRK3	chr15	88402982	88800224
MRPL46	chr15	89002699	89010651
ENSG00000173867	chr15	89002732	89089816
MRPS11	chr15	89010652	89024007
DET1	chr15	89037671	89090552
AEN	chr15	89163301	89175512
ISG20	chr15	89178849	89199714
ACAN	chr15	89346667	89418584
HAPLN3	chr15	89420525	89438828
MFGE8	chr15	89441914	89456699
ABHD2	chr15	89630690	89745586
RLBP1	chr15	89753100	89765808
FANCI	chr15	89787085	89861322
POLG	chr15	89848429	89878092
POLGARF	chr15	89873439	89877040
RHCG	chr15	90014629	90039845
TICRR	chr15	90118700	90174287
KIF7	chr15	90152020	90206329
PLIN1	chr15	90207596	90222681
PEX11A	chr15	90220995	90234014
WDR93	chr15	90234042	90286870
MESP1	chr15	90293106	90294480
MESP2	chr15	90303822	90321985
ANPEP	chr15	90328106	90358633
AP3S2	chr15	90373831	90437870
ARPIN-AP3S2	chr15	90377540	90456114
ARPIN	chr15	90438238	90456184
ZNF710	chr15	90542412	90625438
IDH2	chr15	90626277	90645722
SEMA4B	chr15	90703836	90772911
CIB1	chr15	90773207	90777279
GDPGP1	chr15	90776703	90789043
ENSG00000284626	chr15	90777432	90808694
TTLL13	chr15	90792762	90808714
ENSG00000261147	chr15	90792788	90815440
NGRN	chr15	90808891	90819010
ENSG00000275674	chr15	90809549	90857731
ZNF774	chr15	90895516	90912378
IQGAP1	chr15	90931439	91045471
CRTC3	chr15	91073122	91188577
BLM	chr15	91260571	91359396
FURIN	chr15	91411818	91426794
FES	chr15	91426925	91439443
MAN2A2	chr15	91445448	91465815
HDDC3	chr15	91473198	91478426
UNC45A	chr15	91473410	91497323
RCCD1	chr15	91498055	91508039
PRC1	chr15	91509268	91538859
ENSG00000284946	chr15	91509420	91565796
VPS33B	chr15	91541903	91565833
SV2B	chr15	91643099	91845795
SLCO3A1	chr15	92396938	92715665
ST8SIA2	chr15	92937111	93011958
FAM174B	chr15	93160678	93353114
CHD2	chr15	93429433	93571226
RGMA	chr15	93578501	93632440
MCTP2	chr15	94774755	95027181
NR2F2	chr15	96869026	96883492
ARRDC4	chr15	98503933	98517068
IGF1R	chr15	99191768	99507759
PGPEP1L	chr15	99509949	99551021
SYNM	chr15	99638420	99675798
TTC23	chr15	99676528	99791431
LRRC28	chr15	99791142	99930934
MEF2A	chr15	100105609	100256693
LYSMD4	chr15	100255902	100273766
ADAMTS17	chr15	100511642	100882210
CERS3	chr15	100940600	101085200
LINS1	chr15	101099574	101143435
ASB7	chr15	101142752	101191908
ALDH1A3	chr15	101402129	101456833
LRRK1	chr15	101459532	101618462
CHSY1	chr15	101715932	101792253
SELENOS	chr15	101810736	101817705
SNRPA1	chr15	101821715	101835487
PCSK6	chr15	101829989	102065405
TM2D3	chr15	102161647	102192594
TARS3	chr15	102193799	102264768
OR4F6	chr15	102343712	102347090
OR4F15	chr15	102352405	102360400
OR4F4	chr15	102462245	102463316
POLR3K	chr16	96407	103658
SNRNP25	chr16	103828	107669
RHBDF1	chr16	108057	128175
MPG	chr16	127006	135850
NPRL3	chr16	133204	188715
HBZ	chr16	192727	204502
HBM	chr16	203891	216763
HBA2	chr16	222875	223709
HBA1	chr16	226679	227521
HBQ1	chr16	230458	231178
LUC7L	chr16	238960	279462
FAM234A	chr16	284520	322182
RGS11	chr16	318300	325980
ARHGDIG	chr16	330450	333010
PDIA2	chr16	333152	337215
AXIN1	chr16	337440	402730
MRPL28	chr16	415916	421289
PGAP6	chr16	420788	437113
NME4	chr16	446725	460367
DECR2	chr16	451854	462492
RAB11FIP3	chr16	475593	573012
CAPN15	chr16	577712	604636
PRR35	chr16	609688	615532
PIGQ	chr16	616995	634120
NHLRC4	chr16	617005	619495
RAB40C	chr16	639007	679273
WFIKKN1	chr16	679239	684117
METTL26	chr16	684412	686378
MCRIP2	chr16	686817	698474
WDR90	chr16	699287	717837
RHOT2	chr16	718100	724174
RHBDL1	chr16	725671	728268
STUB1	chr16	729980	732870
JMJD8	chr16	731666	734528
WDR24	chr16	734621	740444
FBXL16	chr16	742498	755843
METRN	chr16	765118	769655
ANTKMT	chr16	770581	772590
CCDC78	chr16	772581	776954
HAGHL	chr16	776494	785525
CIAO3	chr16	779759	791329
MSLN	chr16	810734	818866
MSLNL	chr16	819428	832054
RPUSD1	chr16	834974	838406
CHTF18	chr16	838046	850737
GNG13	chr16	848041	850734
LMF1	chr16	903634	1031318
SOX8	chr16	1031444	1036979
SSTR5	chr16	1113867	1131467
C1QTNF8	chr16	1138226	1149401
CACNA1H	chr16	1203103	1274169
TPSG1	chr16	1271651	1275793
TPSB2	chr16	1277272	1283726
TPSAB1	chr16	1289267	1292556
TPSD1	chr16	1306060	1309009
UBE2I	chr16	1341358	1377019
BAIAP3	chr16	1383639	1399440
TSR3	chr16	1399238	1401879
GNPTG	chr16	1401932	1415738
UNKL	chr16	1413206	1464752
UQCC4	chr16	1469753	1470757
PERCC1	chr16	1481079	1484442
CCDC154	chr16	1484384	1494557
CLCN7	chr16	1494935	1525105
PTX4	chr16	1535887	1538982
TELO2	chr16	1543330	1560460
IFT140	chr16	1560428	1662076
TMEM204	chr16	1578689	1605581
CRAMP1	chr16	1662338	1727909
ENSG00000261732	chr16	1682260	1736716
JPT2	chr16	1728257	1752860
MAPK8IP3	chr16	1756167	1820352
NME3	chr16	1820318	1821733
MRPS34	chr16	1821891	1823159
EME2	chr16	1822811	1831709
SPSB3	chr16	1826711	1843701
NUBP2	chr16	1832933	1839190
IGFALS	chr16	1840414	1844972
HAGH	chr16	1845621	1877158
FAHD1	chr16	1876968	1890208
MEIOB	chr16	1883987	1934295
HS3ST6	chr16	1961476	1968416
MSRB1	chr16	1988230	1993200
RPL3L	chr16	1993969	2007607
NDUFB10	chr16	2009509	2012022
RPS2	chr16	2012051	2015511
RNF151	chr16	2016824	2018976
TBL3	chr16	2022051	2032930
NOXO1	chr16	2028913	2034637
AC005606.1	chr16	2031633	2032918
GFER	chr16	2034194	2037750
SYNGR3	chr16	2039661	2044276
ZNF598	chr16	2047655	2059822
NPW	chr16	2059927	2070756
NHERF2	chr16	2075357	2089027
NTHL1	chr16	2089815	2097867
TSC2	chr16	2097346	2139492
PKD1	chr16	2138709	2185899
RAB26	chr16	2190804	2204166
TRAF7	chr16	2205693	2228130
CASKIN1	chr16	2227181	2246606
MLST8	chr16	2254249	2259454
BRICD5	chr16	2259254	2260906
PGP	chr16	2261594	2264841
E4F1	chr16	2273441	2285744
DNASE1L2	chr16	2285817	2288712
ECI1	chr16	2289403	2302301
RNPS1	chr16	2303117	2318398
AC009065.1	chr16	2303738	2312343
ABCA3	chr16	2325879	2390750
CCNF	chr16	2479395	2508855
TEDC2	chr16	2510087	2514964
NTN3	chr16	2521298	2524146
TBC1D24	chr16	2525052	2559672
ENSG00000260272	chr16	2546033	2570219
ATP6V0C	chr16	2563714	2570219
ENSG00000259784	chr16	2563966	2577956
AMDHD2	chr16	2570341	2581423
CEMP1	chr16	2580036	2581418
PDPK1	chr16	2587979	2653191
KCTD5	chr16	2732522	2759031
PRSS27	chr16	2762420	2771167
SRRM2	chr16	2802627	2822539
ELOB	chr16	2821415	2827291
PRSS33	chr16	2833927	2837949
PRSS41	chr16	2848471	2855305
PRSS21	chr16	2867181	2876305
ZG16B	chr16	2880163	2889586
PRSS22	chr16	2902729	2908211
FLYWCH2	chr16	2933166	2953100
FLYWCH1	chr16	2961600	3001209
KREMEN2	chr16	3013961	3018381
PKMYT1	chr16	3018025	3030814
PAQR4	chr16	3019243	3023485
GREP1	chr16	3038257	3052296
ENSG00000289281	chr16	3054133	3054860
CLDN9	chr16	3062924	3064506
CLDN6	chr16	3064706	3070072
TNFRSF12A	chr16	3068446	3072386
THOC6	chr16	3072542	3077756
HCFC1R1	chr16	3072626	3074287
BICDL2	chr16	3077683	3086994
MMP25	chr16	3096063	3110730
IL32	chr16	3114302	3132193
ZSCAN10	chr16	3138891	3149296
ZNF205	chr16	3162551	3170528
ZNF213	chr16	3179778	3192805
OR1F1	chr16	3238204	3274779
ZNF200	chr16	3272324	3286221
MEFV	chr16	3290392	3306954
ZNF263	chr16	3313800	3351401
TIGD7	chr16	3348390	3355729
ZNF75A	chr16	3355406	3368852
OR2C1	chr16	3405889	3407306
ENSG00000285329	chr16	3415099	3529550
ZSCAN32	chr16	3432081	3451065
ZNF174	chr16	3451215	3459364
ZNF597	chr16	3482414	3493504
NAA60	chr16	3493649	3536954
C16orf90	chr16	3543484	3545489
CLUAP1	chr16	3550976	3590653
NLRC3	chr16	3589033	3627404
SLX4	chr16	3631182	3661607
DNASE1	chr16	3661729	3730144
TRAP1	chr16	3701640	3767592
CREBBP	chr16	3775055	3930714
ADCY9	chr16	4003388	4166443
SRL	chr16	4239375	4292084
TFAP4	chr16	4307187	4323076
GLIS2	chr16	4364762	4389598
PAM16	chr16	4381550	4405608
CORO7-PAM16	chr16	4390252	4470495
CORO7	chr16	4404543	4475706
VASN	chr16	4421849	4433539
DNAJA3	chr16	4475806	4506776
NMRAL1	chr16	4511685	4545764
HMOX2	chr16	4524247	4560353
CDIP1	chr16	4560620	4588829
C16orf96	chr16	4606341	4650759
UBALD1	chr16	4658884	4665028
MGRN1	chr16	4666494	4740978
NUDT16L1	chr16	4743563	4745862
ANKS3	chr16	4746511	4784379
DNAAF8	chr16	4784345	4799397
ZNF500	chr16	4798240	4817625
SEPTIN12	chr16	4827607	4838399
SMIM22	chr16	4838398	4846732
ROGDI	chr16	4846963	4852927
GLYR1	chr16	4853203	4897344
UBN1	chr16	4896666	4932402
PPL	chr16	4932508	5010742
SEC14L5	chr16	5008296	5069158
NAGPA	chr16	5074757	5084142
ALG1	chr16	5083703	5137380
C16orf89	chr16	5094123	5116111
EEF2KMT	chr16	5134285	5147910
RBFOX1	chr16	5289803	7763342
TMEM114	chr16	8587607	8622304
METTL22	chr16	8715539	8743511
ABAT	chr16	8768453	8878432
TMEM186	chr16	8874241	8891620
PMM2	chr16	8882680	8956391
CARHSP1	chr16	8946799	8964798
LITAFD	chr16	8969561	8979210
USP7	chr16	8985954	9069185
HAPSTR1	chr16	9185467	9215492
GRIN2A	chr16	9847261	10277194
ATF7IP2	chr16	10420291	10577497
EMP2	chr16	10622279	10674546
TEKT5	chr16	10721358	10788787
NUBP1	chr16	10837643	10863210
TVP23A	chr16	10854776	10912651
CIITA	chr16	10960079	11036878
DEXI	chr16	11022748	11036325
CLEC16A	chr16	11038396	11276043
SOCS1	chr16	11342958	11350413
RMI2	chr16	11343476	11475519
TNP2	chr16	11361605	11363390
PRM3	chr16	11367056	11367486
PRM2	chr16	11369496	11370337
PRM1	chr16	11374698	11375187
ENSG00000188897	chr16	11453702	11621103
LITAF	chr16	11640731	11730251
SNN	chr16	11761883	11773015
TXNDC11	chr16	11772935	11836763
ZC3H7A	chr16	11844442	11891114
RSL1D1	chr16	11927707	11945443
GSPT1	chr16	11961985	12009939
NPIPB2	chr16	12021116	12070500
TNFRSF17	chr16	12059067	12061925
SNX29	chr16	12070591	12668144
CPPED1	chr16	12753656	12897744
SHISA9	chr16	12995455	13334273
ERCC4	chr16	14013995	14046205
MRTFB	chr16	14164915	14360635
PARN	chr16	14529556	14726585
AC092291.2	chr16	14564842	14565054
BFAR	chr16	14726687	14763094
PLA2G10	chr16	14766405	14788165
NPIPA3	chr16	14797268	14820199
NPIPA2	chr16	14836390	14859319
NOMO1	chr16	14927578	14990014
NPIPA1	chr16	15016659	15045917
PDXDC1	chr16	15068448	15247528
NTAN1	chr16	15131711	15149936
RRN3	chr16	15153879	15188168
NPIPA5	chr16	15457485	15474904
MPV17L	chr16	15489611	15507128
ENSG00000261130	chr16	15489611	15609205
BMERB1	chr16	15528332	15718885
MARF1	chr16	15688159	15737066
NDE1	chr16	15737124	15828548
MYH11	chr16	15796992	15952295
CEP20	chr16	15959576	15982501
ABCC1	chr16	16042995	16237114
ABCC6	chr16	16243422	16317494
NOMO3	chr16	16326363	16394663
NPIPA6	chr16	16411301	16444465
NPIPA7	chr16	16465064	16487829
XYLT1	chr16	17195626	17564817
NPIPA8	chr16	18411799	18441131
RP11-1212A22.4	chr16	18451943	18473188
NOMO2	chr16	18511182	18573533
RPS15A	chr16	18792617	18801705
ENSG00000260342	chr16	18799385	18812841
ARL6IP1	chr16	18802931	18812894
SMG1	chr16	18816182	18937734
TMC7	chr16	18995256	19075264
COQ7	chr16	19078936	19091417
ITPRIPL2	chr16	19125254	19132951
SYT17	chr16	19179293	19279654
CLEC19A	chr16	19297053	19333467
TMC5	chr16	19421750	19510435
GDE1	chr16	19513015	19533445
CCP110	chr16	19535133	19564730
VPS35L	chr16	19566562	19718115
KNOP1	chr16	19713259	19729874
IQCK	chr16	19727778	19869789
GPRC5B	chr16	19868013	19897495
GPR139	chr16	20039561	20085212
GP2	chr16	20320896	20339734
UMOD	chr16	20342871	20367724
PDILT	chr16	20370497	20416059
ACSM5	chr16	20420630	20452659
ACSM2A	chr16	20455334	20498991
ACSM2B	chr16	20547548	20587764
ACSM3	chr16	20621565	20809165
ACSM1	chr16	20634555	20710212
THUMPD1	chr16	20714138	20753406
ERI2	chr16	20791515	20911671
REXO5	chr16	20817479	20860990
DCUN1D3	chr16	20866219	20911722
LYRM1	chr16	20911143	20936333
DNAH3	chr16	20944433	21170762
LDAF1	chr16	21169626	21192651
ZP2	chr16	21208771	21225831
ANKS4B	chr16	21245020	21265171
CRYM	chr16	21250195	21314404
NPIPB3	chr16	21413558	21459888
METTL9	chr16	21608539	21668792
IGSF6	chr16	21650871	21663932
OTOA	chr16	21675289	21773256
NPIPB4	chr16	21845884	21892148
UQCRC2	chr16	21963957	21996712
PDZD9	chr16	21995186	22012437
MOSMO	chr16	22018959	22098855
VWA3A	chr16	22103849	22168285
SDR42E2	chr16	22173813	22203529
EEF2K	chr16	22217593	22300059
POLR3E	chr16	22308696	22346422
CDR2	chr16	22357257	22448486
NPIPB5	chr16	22490442	22547861
HS3ST2	chr16	22825483	22927659
USP31	chr16	23072727	23160773
SCNN1G	chr16	23193998	23228204
SCNN1B	chr16	23289552	23392620
COG7	chr16	23399814	23464528
GGA2	chr16	23473534	23533316
EARS2	chr16	23532075	23569052
UBFD1	chr16	23569042	23585715
NDUFAB1	chr16	23592335	23607640
PALB2	chr16	23614481	23652642
DCTN5	chr16	23652702	23688793
PLK1	chr16	23688977	23701688
ERN2	chr16	23701613	23724576
CHP2	chr16	23765939	23770272
PRKCB	chr16	23847280	24231932
CACNG3	chr16	24267607	24373733
RBBP6	chr16	24549014	24584184
TNRC6A	chr16	24621530	24838953
SLC5A11	chr16	24857162	24922949
ARHGAP17	chr16	24930710	25026987
LCMT1	chr16	25123052	25189552
AQP8	chr16	25227052	25240253
ZKSCAN2	chr16	25247322	25269166
HS3ST4	chr16	25703280	26149006
C16orf82	chr16	27078248	27080487
KDM8	chr16	27214807	27237308
NSMCE1	chr16	27236314	27280109
IL4R	chr16	27324783	27376132
IL21R	chr16	27413495	27463371
GTF3C1	chr16	27470876	27561281
KATNIP	chr16	27561454	27791692
GSG1L	chr16	27798847	28075075
XPO6	chr16	28109297	28223297
SBK1	chr16	28270567	28335170
NPIPB6	chr16	28353838	28374829
EIF3CL	chr16	28390718	28415167
ENSG00000261832	chr16	28467692	28503419
NPIPB7	chr16	28467693	28481868
CLN3	chr16	28485432	28506896
APOBR	chr16	28505960	28510285
IL27	chr16	28510683	28523372
NUPR1	chr16	28544029	28550359
SGF29	chr16	28565236	28603111
SULT1A2	chr16	28603111	28611234
SULT1A1	chr16	28616329	28623824
NPIPB8	chr16	28648975	28670065
EIF3C	chr16	28699879	28747051
NPIPB9	chr16	28763108	28784185
ATXN2L	chr16	28834320	28848558
TUFM	chr16	28853731	28857740
SH2B1	chr16	28857921	28885533
ATP2A1	chr16	28889726	28915787
RABEP2	chr16	28915741	28947847
CD19	chr16	28943286	28950663
NFATC2IP	chr16	28962128	28978413
SPNS1	chr16	28985542	28995869
LAT	chr16	28996129	29002105
NPIPB11	chr16	29392631	29418032
BOLA2-SMG1P6	chr16	29454551	29465972
BOLA2	chr16	29464909	29466333
SLX1B	chr16	29465854	29469544
SULT1A4	chr16	29470314	29476287
NPIPB12	chr16	29494855	29519916
SPN	chr16	29674300	29682197
QPRT	chr16	29674600	29710025
C16orf54	chr16	29753784	29757311
ZG16	chr16	29789203	29794593
KIF22	chr16	29802039	29816709
MAZ	chr16	29817427	29822485
PRRT2	chr16	29822703	29827213
ENSG00000280893	chr16	29823582	29831413
PAGR1	chr16	29827473	29833810
ENSG00000281348	chr16	29828560	29841948
MVP	chr16	29831715	29859360
CDIPT	chr16	29869678	29874735
SEZ6L2	chr16	29882480	29910871
ASPHD1	chr16	29911696	29931185
KCTD13	chr16	29916333	29937557
TMEM219	chr16	29952206	29984373
TAOK2	chr16	29985189	30003582
HIRIP3	chr16	30003651	30007441
INO80E	chr16	30007036	30017114
DOC2A	chr16	30016828	30034591
C16orf92	chr16	30034519	30039057
TLCD3B	chr16	30035747	30064299
ENSG00000285043	chr16	30064444	30081735
ALDOA	chr16	30075485	30081778
PPP4C	chr16	30087288	30096706
TBX6	chr16	30097114	30103254
YPEL3	chr16	30103635	30108236
